num_of_intervals,total_time,avg_infidelity
1,1.0,0.20999025020071216
1,1.5,0.15405824983334104
1,2.0,0.18282485506315194
1,2.5,0.2892469983212571
1,3.0,0.4472688375180327
1,3.5,0.3747021663565596
1,4.0,0.2348766742030991
1,4.5,0.15992379332126527
1,5.0,0.1682531378983827
2,1.0,0.2003270251141831
2,1.5,0.09626326121270112
2,2.0,0.02969867176520624
2,2.5,0.002145162373866305
2,3.0,1.7841284005726266e-12
2,3.5,1.1195733229385496e-10
2,4.0,0.009815165315756658
2,4.5,0.05321999668333921
2,5.0,0.13771561602206772
3,1.0,0.20032702511573197
3,1.5,0.09626326122944684
3,2.0,0.029698671769394336
3,2.5,0.0021451624043689055
3,3.0,4.474198789239381e-14
3,3.5,3.430589146091734e-14
3,4.0,1.8096635301390052e-14
3,4.5,3.3162361745553426e-13
3,5.0,1.1782796960346786e-12
4,1.0,0.20057399670442244
4,1.5,0.09626326121892181
4,2.0,0.029698671769867957
4,2.5,0.0021451624005596193
4,3.0,1.341149413747189e-13
4,3.5,6.605826996519681e-14
4,4.0,2.220446049250313e-13
4,4.5,3.941291737419306e-14
4,5.0,5.839773109528323e-14
5,1.0,0.20827178328122375
5,1.5,0.10257547650335419
5,2.0,0.03055691781872072
5,2.5,0.00214516244355889
5,3.0,3.6484149035231894e-12
5,3.5,1.3313794511304877e-12
5,4.0,3.430589146091734e-14
5,4.5,2.5424107263916085e-14
5,5.0,7.66053886991358e-15
