,unitary
0,"Operator([[ 0.97517033-0.0978434j , -0.17014778-0.10256333j],
          [ 0.14637996-0.13432204j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
1,"Operator([[ 0.97517033-0.0978434j , -0.19820895-0.01351715j],
          [ 0.19157253-0.05262575j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
2,"Operator([[ 0.97517033-0.0978434j , -0.02237419-0.19740542j],
          [-0.0172902 -0.19791552j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
3,"Operator([[0.97517033-0.0978434j , 0.03360922+0.19580583j],
          [0.00596134+0.19857987j, 0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
4,"Operator([[ 0.97517033-0.0978434j , -0.0208685 +0.19757026j],
          [ 0.05970368+0.18948608j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
5,"Operator([[ 0.97517033-0.0978434j , -0.05611404-0.19057995j],
          [ 0.0171331 -0.19792918j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
6,"Operator([[ 0.97517033-0.0978434j ,  0.1062083 -0.16789669j],
          [-0.13744713-0.1434496j ,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
7,"Operator([[ 0.97517033-0.0978434j ,  0.18491587+0.0726335j ],
          [-0.16679981+0.10792278j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
8,"Operator([[ 0.97517033-0.0978434j , -0.18826637-0.06344507j],
          [ 0.17190899-0.09958315j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
9,"Operator([[ 0.97517033-0.0978434j , -0.17420666+0.09550677j],
          [ 0.18970839+0.05899347j,  0.97517033-0.0978434j ]],
         input_dims=(2,), output_dims=(2,))"
